tweet_id,topic_category,tweet_timestamp,sentiment_score,positive_score,negative_score,neutral_score,impressions,likes,engagement_count
T16867,Finance,03-01-2025 21:04,-0.895844293,0.49852064,0.558650013,0.261761546,16746.0,3697.0,314.0
T38000,Cloud,21-01-2025 12:41,0.867849027,0.682433473,0.472979484,0.829184906,1646.0,1460.0,684.0
T16539,Cloud,20-01-2025 17:11,0.970868069,0.037514146,0.437154698,0.570637088,2219.0,1972.0,524.0
T4665,Cloud,22-01-2025 07:41,0.22545455,0.17237105,0.596159704,0.404289633,19456.0,449.0,176.0
T18711,,23-01-2025 20:50,-0.263669713,0.024932755,0.913644238,0.163643874,11406.0,3821.0,262.0
T22065,Finance,21-01-2025 01:41,-0.88933396,0.919783883,0.727485933,0.21157525,8474.0,789.0,536.0
T24587,AI,20-01-2025 10:43,0.212483335,0.11467394,0.026258521,0.770959981,18418.0,1475.0,950.0
T23372,AI,21-01-2025 03:16,-0.523071137,0.564253667,0.341067706,0.123695529,326.0,2155.0,51.0
T30971,Sports,07-01-2025 19:12,,0.227301685,0.713731377,0.912857048,5002.0,3561.0,601.0
T31985,Finance,21-01-2025 14:53,-0.884595185,0.263252412,0.792195099,0.676841219,15922.0,3881.0,839.0
T8803,AI,,-0.016341992,,0.255287933,0.549387184,16309.0,4967.0,
T6400,Finance,17-01-2025 14:38,0.458100465,0.785904641,0.069893915,0.263393892,9943.0,1042.0,133.0
T18793,AI,19-01-2025 06:04,0.588417838,0.933750057,0.99836177,0.034883802,15462.0,1079.0,23.0
T26911,,12-01-2025 19:06,-0.282780212,0.92452061,0.037996568,0.474015464,1872.0,4237.0,50.0
T33381,Sports,08-01-2025 00:39,0.564137312,0.966075257,0.763051308,0.521696783,7082.0,2842.0,174.0
,Sports,09-01-2025 20:39,0.486630113,,0.643670108,0.021149298,8322.0,2711.0,875.0
T16680,Sports,10-01-2025 02:37,0.674747849,0.622680519,0.276394284,0.513909106,12471.0,2736.0,282.0
T14328,AI,10-01-2025 11:10,0.592424511,0.936013876,0.280506049,0.758437228,3791.0,1375.0,170.0
T603,Finance,13-01-2025 19:31,,0.337646534,0.664626767,0.959587603,11873.0,23.0,277.0
T32592,Sports,13-01-2025 06:35,0.637312122,0.378992811,0.749688665,0.576385422,1852.0,966.0,650.0
T1252,Cloud,06-01-2025 17:04,0.788679564,0.594224555,0.548534044,0.168655599,4556.0,4728.0,401.0
T8061,Sports,22-01-2025 17:13,0.554588797,0.961856139,0.715879143,0.466721084,15740.0,293.0,428.0
T5951,Cloud,17-01-2025 02:59,0.399025321,0.624761607,0.583006748,0.028814881,10671.0,346.0,286.0
T34032,Cloud,01-01-2025 13:15,0.202462919,0.435098004,0.455626696,0.853860043,16449.0,427.0,793.0
T22462,,01-01-2025 01:52,0.50722616,0.024551078,0.508663214,0.266647169,5075.0,2669.0,415.0
T18259,Cloud,22-01-2025 20:20,-0.009077513,0.918261112,0.185826227,0.985416007,15506.0,4593.0,420.0
T33112,Sports,07-01-2025 11:55,0.738260905,0.307211753,,0.64814387,615.0,2213.0,809.0
T17677,Cloud,13-01-2025 02:33,0.844551637,0.684732344,0.407647192,0.450625696,5393.0,891.0,62.0
T38467,AI,21-01-2025 13:52,0.47118593,0.799869497,0.688583666,0.044844213,15486.0,639.0,832.0
T4980,AI,22-01-2025 21:08,0.89650003,0.955440389,0.241272243,0.344889711,14756.0,2097.0,856.0
T33680,Sports,01-01-2025 01:44,-0.850176847,0.790616895,0.577403129,0.588374109,1837.0,4307.0,314.0
T10202,AI,14-01-2025 08:09,0.429615879,0.061094714,0.884207719,0.957773429,13416.0,1971.0,986.0
T1794,Sports,11-01-2025 15:29,-0.295009756,0.42166149,0.231842657,0.861901582,15673.0,1284.0,970.0
T12751,Sports,14-01-2025 08:21,-0.510223524,0.441842254,0.334428734,0.57542314,9014.0,253.0,411.0
T28041,Finance,10-01-2025 16:15,0.531201489,0.365591213,0.10251686,0.197473193,16222.0,3247.0,270.0
T346,Sports,12-01-2025 20:05,0.791684596,,0.109928988,0.941094714,8196.0,653.0,960.0
T1624,AI,19-01-2025 03:43,-0.797420508,0.163940193,0.872384205,0.488646969,,2004.0,397.0
T31300,AI,20-01-2025 14:04,-0.715938918,0.130901824,0.537102423,0.618704006,3156.0,3425.0,
T33141,Sports,24-01-2025 00:52,-0.124935484,0.840023557,0.998628423,0.935517411,19414.0,4375.0,536.0
T27546,AI,04-01-2025 01:38,0.503638798,0.281894342,0.506684534,,16159.0,2719.0,15.0
T39237,Cloud,01-01-2025 18:28,0.710224142,0.811778544,0.555388859,0.608912746,6549.0,2750.0,413.0
T13944,Sports,09-01-2025 07:12,0.089771801,0.117271693,0.130511895,0.305595137,18761.0,4104.0,170.0
T2222,Finance,,0.919701954,0.843917606,0.730305626,0.780439017,9476.0,663.0,737.0
T4148,Finance,09-01-2025 11:24,-0.635711359,0.840783237,0.132200012,0.712216818,16467.0,1710.0,302.0
T25138,Finance,23-01-2025 04:36,,0.047720144,0.28169644,0.448890314,15450.0,101.0,280.0
T31595,Cloud,02-01-2025 13:22,0.24951856,0.452132029,0.26396804,0.267135045,9636.0,,440.0
T6452,Sports,22-01-2025 12:15,0.298177511,0.570555882,0.729245008,0.298636741,12920.0,3566.0,
T29042,AI,10-01-2025 03:59,0.988037393,0.300391041,0.942427621,0.390407272,7018.0,459.0,281.0
T10916,AI,17-01-2025 08:26,0.617160167,0.23219823,0.661712348,0.104716906,12071.0,3029.0,
T12739,Sports,15-01-2025 07:05,-0.802194018,0.370978747,0.463865724,0.554868715,6654.0,3388.0,776.0
T20942,AI,12-01-2025 00:05,0.396702435,0.066467861,0.897743699,,811.0,678.0,664.0
,AI,,-0.666991802,0.936192248,0.804412402,0.145437943,8008.0,2697.0,859.0
T31171,Cloud,10-01-2025 10:22,-0.946039943,0.946005071,0.520573937,0.584136175,17974.0,711.0,563.0
T6829,AI,07-01-2025 01:09,0.117368794,0.334475903,0.773216853,0.72846941,11451.0,2754.0,40.0
T12453,AI,08-01-2025 10:05,-0.349519651,0.583057628,0.362953996,0.246935956,12173.0,,634.0
,Sports,14-01-2025 21:58,-0.894576693,0.737022376,0.791934892,0.788381872,7430.0,4725.0,881.0
T39869,Sports,01-01-2025 20:17,-0.617944653,0.170905399,0.157232324,0.08172675,19979.0,3888.0,160.0
T8741,Cloud,08-01-2025 15:15,-0.705138249,0.653126653,0.007961132,0.781366626,11802.0,4444.0,847.0
T29988,,04-01-2025 07:19,0.993430833,0.603130272,0.238540917,0.255565281,13997.0,1800.0,43.0
T25645,Sports,05-01-2025 07:09,-0.255627387,0.549794792,0.639034935,0.312549919,15485.0,1363.0,146.0
T34476,Cloud,13-01-2025 18:57,-0.986649998,0.716323454,0.273965299,0.717519106,8515.0,266.0,
T30017,Finance,05-01-2025 01:37,0.593631051,0.653297722,0.050403403,0.605639954,7535.0,4764.0,44.0
T31761,AI,10-01-2025 18:56,-0.639630538,0.300840353,0.189061429,0.672124341,3131.0,379.0,639.0
,Cloud,02-01-2025 07:01,-0.361858808,0.345647163,0.309668593,0.965744531,10249.0,3627.0,43.0
T382,Sports,18-01-2025 00:02,0.683050515,0.972457934,,0.797377441,13949.0,1468.0,993.0
T25721,Cloud,04-01-2025 13:19,0.613612416,0.356939831,0.182679182,0.271008044,5417.0,2098.0,328.0
T28764,Sports,23-01-2025 16:07,-0.925521666,0.198199082,0.217611498,0.020068512,18265.0,478.0,207.0
T22935,Cloud,15-01-2025 12:19,-0.721013094,0.935978542,0.612764306,0.617208318,597.0,,769.0
T31832,Sports,03-01-2025 05:26,-0.025554841,,0.346808804,0.577272547,13358.0,3892.0,248.0
T680,AI,15-01-2025 23:01,-0.926283165,0.174336095,0.732555487,0.780368841,19898.0,4721.0,468.0
T29435,Cloud,16-01-2025 17:32,0.928078143,0.538453861,0.950206556,0.673444697,9915.0,3222.0,270.0
T17432,Sports,23-01-2025 10:32,-0.767344873,0.651757529,0.852363913,0.470421979,7746.0,3715.0,700.0
T6430,Sports,23-01-2025 15:25,0.776487894,0.08516155,0.417533559,0.287501037,1376.0,4233.0,965.0
T10855,Cloud,13-01-2025 18:05,-0.151327698,0.915010705,0.430814133,0.920321391,15157.0,2602.0,569.0
T36494,AI,20-01-2025 21:49,0.173407391,0.787026871,0.66556803,0.173740161,15645.0,879.0,861.0
T16628,Sports,07-01-2025 16:56,0.398641321,0.728390478,0.161518133,0.686533135,16010.0,4722.0,916.0
T1914,AI,07-01-2025 16:33,0.156665552,0.997574332,0.579081895,0.371284667,16047.0,994.0,900.0
T15347,Cloud,10-01-2025 12:52,-0.134777577,0.204907652,0.300671294,0.854576062,14838.0,1752.0,364.0
T28726,Sports,21-01-2025 10:33,0.404104594,0.464463427,0.740433512,0.700560013,11817.0,282.0,323.0
T18558,Cloud,14-01-2025 01:26,-0.30842671,0.57868402,0.78241915,0.722279489,11192.0,2156.0,299.0
T22645,Cloud,18-01-2025 17:11,0.506985409,0.107865098,0.139745751,0.537414829,9095.0,3437.0,579.0
T4381,Sports,02-01-2025 01:37,0.417663906,0.833195497,0.493138177,0.94773354,3213.0,2206.0,569.0
T3144,Sports,16-01-2025 06:33,-0.477213946,0.976268733,0.911623597,0.845590852,17336.0,431.0,473.0
T3304,AI,03-01-2025 09:10,0.526534388,0.973574915,0.944518803,,14089.0,3667.0,183.0
T5468,Sports,23-01-2025 07:48,-0.988836905,0.873854878,0.392589986,0.387112057,7198.0,2116.0,945.0
T21693,Sports,18-01-2025 01:56,-0.446159182,0.531368558,0.959515672,0.739560322,9477.0,3013.0,651.0
T6756,Finance,08-01-2025 13:31,0.335605878,,0.242389798,0.619473765,1569.0,1964.0,180.0
T12435,Sports,24-01-2025 02:57,-0.628407802,0.662300344,0.951167117,0.008461756,276.0,4861.0,21.0
T5113,Finance,10-01-2025 19:56,-0.827762369,0.360122371,0.542005273,0.523476556,7560.0,1937.0,415.0
T30742,AI,11-01-2025 19:49,0.530720154,0.424553938,0.179693347,0.715294854,17209.0,1213.0,954.0
T2357,AI,02-01-2025 16:56,-0.234611655,0.527717958,0.600476104,0.394890609,14240.0,3170.0,35.0
T38024,AI,04-01-2025 09:45,0.478329803,0.826752064,0.561687845,0.392548165,11934.0,445.0,647.0
T24599,Sports,10-01-2025 19:11,-0.785558735,0.510128844,0.939969161,0.335275446,13125.0,382.0,777.0
T24356,Sports,21-01-2025 13:33,0.456623578,0.181686261,0.028055027,0.797332402,400.0,,434.0
T13816,Cloud,14-01-2025 03:57,0.6440182,0.740733586,0.922870808,0.024099658,17965.0,747.0,158.0
T35445,Finance,04-01-2025 08:05,-0.528356609,0.362937843,0.070496681,0.025678453,2763.0,,256.0
T6927,Finance,11-01-2025 01:00,0.494267306,0.399055948,0.517495451,0.755671266,12015.0,174.0,516.0
T37300,Finance,10-01-2025 16:44,-0.688121558,0.348554703,0.74842772,0.064291173,14992.0,3422.0,663.0
T8621,Sports,13-01-2025 00:54,-0.447057397,0.583485356,0.882478687,0.724334752,18580.0,4504.0,15.0
T7571,AI,18-01-2025 18:43,-0.032817775,0.660442174,0.957565591,0.708933749,5082.0,1174.0,394.0
T36618,Sports,17-01-2025 12:11,-0.673454751,0.917374923,0.295530621,0.216306098,12029.0,548.0,965.0
T31033,Finance,22-01-2025 06:50,0.501589152,0.461200519,0.488284244,0.911365782,16333.0,3507.0,
T37258,Cloud,18-01-2025 23:35,0.204957694,0.171496479,0.939825682,0.296205334,5610.0,598.0,348.0
,AI,13-01-2025 12:38,0.767494055,0.154983499,0.778014388,0.875706509,7338.0,4314.0,329.0
T16064,AI,20-01-2025 22:17,-0.326778886,0.354820373,0.68066689,0.832365716,1827.0,3178.0,85.0
T32201,Sports,12-01-2025 22:24,0.407540292,0.160106549,,,5904.0,839.0,565.0
T1060,AI,23-01-2025 03:32,0.040790787,0.280278589,0.539650512,0.118921058,,4648.0,24.0
T17038,Sports,04-01-2025 14:27,0.255746767,0.873578608,0.352728278,0.525927612,1977.0,4768.0,336.0
T39166,Cloud,16-01-2025 02:20,0.822076808,0.118645751,0.679269769,0.045850865,14672.0,4495.0,695.0
T1940,Cloud,15-01-2025 06:30,-0.765919961,0.464138793,0.674342219,0.253342603,11117.0,3328.0,504.0
,Sports,18-01-2025 15:40,0.572725799,0.667038972,0.955344183,0.460028692,10343.0,4843.0,359.0
T32694,AI,22-01-2025 23:13,0.187612167,0.582725592,0.413349585,0.368446975,17736.0,851.0,412.0
T4736,Cloud,18-01-2025 05:06,0.900339018,0.406112944,0.536485104,0.639385183,6951.0,1799.0,486.0
T21938,Finance,03-01-2025 17:08,0.718120106,0.482102518,0.130948775,0.33428884,1200.0,2197.0,935.0
T11391,Finance,03-01-2025 19:43,0.099873662,0.27456696,0.13929825,0.026623428,3826.0,596.0,188.0
T38971,AI,21-01-2025 10:50,0.033159815,0.092541377,0.858753745,0.942983309,17645.0,4914.0,987.0
T39053,,01-01-2025 15:53,0.714422323,0.545063602,0.979424864,0.953227397,6182.0,3745.0,167.0
,Sports,21-01-2025 02:18,-0.372316271,0.570197971,0.793264259,0.266376939,18303.0,1502.0,237.0
T27711,Cloud,,0.691521258,0.206387036,0.704413353,0.095814153,8926.0,4653.0,691.0
T26824,Finance,06-01-2025 03:14,-0.546417145,,0.461055294,0.194915685,5560.0,2758.0,738.0
T19566,,22-01-2025 23:25,-0.968897725,0.259869718,0.95237341,,10584.0,2832.0,14.0
T3966,Sports,01-01-2025 10:15,-0.337195144,0.410950524,0.221539631,0.561863717,7964.0,3361.0,987.0
T29367,Finance,11-01-2025 23:52,-0.25706604,0.425134855,0.879262273,0.205222941,3369.0,3737.0,294.0
T35491,Finance,23-01-2025 20:21,,0.275388392,0.243484198,0.032605872,1827.0,1004.0,249.0
T24993,,01-01-2025 10:27,-0.845333457,0.401920697,0.153317336,0.036756199,1761.0,175.0,755.0
T30873,AI,12-01-2025 07:18,0.621374464,0.076509493,0.250672419,0.660765797,18142.0,3312.0,146.0
T4754,Cloud,,0.466615092,0.241534371,,0.46159906,18458.0,1249.0,249.0
T35530,AI,13-01-2025 17:01,-0.406102338,0.521977396,0.532389103,0.979442966,12906.0,3101.0,34.0
T20996,Finance,17-01-2025 02:51,,0.160055352,0.370670087,0.174331352,15927.0,1453.0,722.0
T38138,AI,10-01-2025 08:07,0.860733578,0.127187158,,0.871215887,1477.0,3029.0,67.0
T4825,Cloud,,-0.656629264,0.170474301,0.668627576,0.863343804,11500.0,327.0,277.0
T35472,Finance,23-01-2025 08:18,-0.538774604,0.509305939,0.535711714,0.289991824,4458.0,2224.0,222.0
T35432,Cloud,07-01-2025 05:42,-0.318755586,0.533685706,0.529654636,0.099560614,12076.0,2992.0,817.0
T36207,Finance,04-01-2025 16:36,0.928434476,0.554546816,0.675841687,0.321423013,18466.0,2713.0,612.0
T15525,Cloud,16-01-2025 09:04,-0.5931156,0.919275688,0.410258287,0.132216571,4972.0,873.0,895.0
T22922,Sports,09-01-2025 07:16,0.305088675,0.93804462,0.052531035,0.518615929,,4475.0,797.0
T1567,Sports,19-01-2025 00:53,-0.694160443,0.660193266,0.004536869,0.957745457,8251.0,934.0,230.0
T1773,Sports,06-01-2025 20:22,-0.676209353,0.150238588,0.760065528,0.311816966,19970.0,1884.0,809.0
T34046,Sports,11-01-2025 04:30,-0.488248217,0.133826215,0.115271623,0.125090604,16986.0,368.0,552.0
,Sports,,-0.39127448,0.470375829,0.873903585,0.647852134,11723.0,1131.0,629.0
T13644,Cloud,01-01-2025 00:11,0.873785029,0.851783235,0.950256806,0.843552144,5367.0,1035.0,
,Finance,19-01-2025 06:43,0.391032336,0.007481923,0.931213919,0.393513817,8273.0,4758.0,912.0
T19710,Cloud,11-01-2025 16:19,0.725289007,0.812079266,,0.77329053,15869.0,1919.0,943.0
,AI,06-01-2025 21:07,-0.585123606,0.706786615,0.565499344,0.101840792,2149.0,3088.0,78.0
T39625,Sports,16-01-2025 06:58,-0.975264074,0.322184304,0.278693332,0.114110298,10943.0,3042.0,587.0
T33380,Finance,13-01-2025 05:04,0.95144421,0.544663563,,0.033814094,1170.0,4572.0,
T12508,,10-01-2025 06:13,-0.402656172,0.20527585,0.925516293,0.798922119,12895.0,3070.0,519.0
T8527,Sports,07-01-2025 00:12,-0.438894844,,0.322214201,0.122239376,9350.0,1657.0,998.0
T22863,Cloud,21-01-2025 03:57,0.860764159,0.622839503,0.138965689,0.113896515,,1768.0,
T32376,Finance,21-01-2025 18:36,0.305044865,0.341820273,0.571441566,,6263.0,3789.0,947.0
,Sports,13-01-2025 01:25,-0.097591639,0.398794019,0.709310625,0.029246477,12605.0,1896.0,166.0
T25623,Sports,12-01-2025 03:28,-0.485920951,0.198922275,0.695444624,0.939913309,8178.0,3716.0,895.0
T31267,AI,05-01-2025 20:54,-0.572525912,0.954349417,0.23351717,0.915467425,17216.0,,401.0
T20428,Sports,21-01-2025 17:17,0.168668515,0.528125053,0.293856623,0.696961547,894.0,2816.0,871.0
T26937,Cloud,12-01-2025 03:19,0.367273996,0.700531934,0.487816022,0.492246833,16084.0,3949.0,638.0
T14434,Cloud,07-01-2025 06:58,0.99822601,0.001846825,0.287212851,0.5689662,19196.0,282.0,568.0
T14472,Sports,13-01-2025 03:51,0.710336583,0.999045687,0.444644503,0.981907525,,498.0,942.0
T33078,Sports,03-01-2025 03:49,0.853868587,0.626495296,0.635541622,0.201693135,18948.0,2737.0,926.0
T30860,Sports,21-01-2025 21:49,0.275072027,0.480219984,0.373461359,0.996271848,,1634.0,231.0
T8599,Cloud,17-01-2025 02:46,0.555718046,0.583879421,0.198709477,0.333340691,15748.0,4038.0,931.0
T31498,Finance,11-01-2025 10:36,0.706064651,,0.136410115,0.423622276,6943.0,36.0,210.0
T9458,Finance,21-01-2025 00:36,0.412821538,0.388575185,0.731890025,0.01168371,5153.0,4556.0,587.0
T11516,AI,07-01-2025 21:41,0.588621441,0.813938973,0.690723711,0.038086446,5805.0,408.0,978.0
T3740,Finance,04-01-2025 08:14,-0.989785242,0.365259805,0.977362386,0.789923277,5413.0,1.0,805.0
,AI,16-01-2025 17:13,-0.934409858,0.080378693,0.044256547,0.987768355,15502.0,3674.0,500.0
T24535,AI,01-01-2025 05:10,-0.193005536,0.738893722,0.709747529,0.49199494,11956.0,3942.0,731.0
T11269,Cloud,17-01-2025 00:16,0.538225982,0.866626019,0.935938088,0.43414882,4977.0,1548.0,537.0
T27153,Cloud,13-01-2025 18:17,0.387420467,0.412973715,,0.541536519,,3719.0,146.0
T38054,Cloud,14-01-2025 13:39,0.121968044,0.408893237,0.360365985,0.290354663,13060.0,4728.0,194.0
T30140,Cloud,10-01-2025 06:50,-0.829059169,0.578594214,0.467810523,0.273849543,19692.0,3382.0,82.0
T31590,Sports,14-01-2025 11:45,-0.720938337,0.10901787,0.000162615,0.632142964,17583.0,3567.0,204.0
T17778,Cloud,24-01-2025 03:00,0.782661154,0.771215453,0.804896763,0.136266748,992.0,4971.0,300.0
T3948,AI,13-01-2025 16:32,0.318311311,0.803603819,0.761197561,0.978775585,17420.0,4511.0,47.0
T6906,Finance,06-01-2025 12:52,0.549185222,0.633032622,0.350784339,0.954244082,8202.0,4782.0,227.0
T14531,,01-01-2025 19:50,-0.948429043,0.059175706,0.09869827,,8509.0,,250.0
T5553,AI,16-01-2025 00:47,-0.725761219,0.519877602,0.349471874,0.573642495,3703.0,4360.0,794.0
T1218,Sports,20-01-2025 01:19,-0.9229141,0.482612325,0.425129046,0.968854342,6804.0,3175.0,905.0
T18171,Sports,16-01-2025 20:03,0.259490052,0.925781972,0.098685661,0.791012957,,4388.0,513.0
T5044,Cloud,15-01-2025 19:47,0.369147587,0.499762874,0.627217857,0.324802364,7685.0,2318.0,510.0
T23800,Finance,14-01-2025 23:37,0.80304385,0.165384781,0.256539634,0.711291263,11237.0,3695.0,231.0
T33,Finance,01-01-2025 15:13,0.385061411,0.11260617,0.657118149,0.895795292,6224.0,513.0,469.0
T27635,Sports,09-01-2025 20:18,-0.082338429,0.997294598,0.224228438,0.210202316,12311.0,3245.0,976.0
T6935,Finance,12-01-2025 14:47,0.012564561,0.450945203,0.372542402,0.976721496,2189.0,2434.0,
T9716,AI,15-01-2025 17:49,-0.41644388,0.882481543,0.32785848,0.746573184,3651.0,3985.0,493.0
T9032,AI,01-01-2025 13:59,0.444238045,0.191372238,0.380836928,0.14293548,4973.0,,274.0
T29969,Finance,18-01-2025 08:41,0.525381728,0.73836874,0.468727085,0.016922477,12855.0,2065.0,953.0
T39770,AI,02-01-2025 04:56,-0.767022124,0.345371716,0.839463464,0.809141212,7228.0,1915.0,33.0
T10338,AI,11-01-2025 17:25,0.210926358,0.256600877,0.855297656,0.376448406,1428.0,4870.0,798.0
T9179,Finance,20-01-2025 15:24,0.864434402,,0.377725943,0.210882515,19111.0,120.0,921.0
T38796,Finance,23-01-2025 01:23,-0.964159647,0.261972647,0.690331177,0.965720795,5075.0,4764.0,982.0
T23748,AI,,0.271037231,0.023484571,,0.541652381,5252.0,1491.0,234.0
T19621,Cloud,21-01-2025 14:01,0.066615434,0.282954171,0.847173756,,10415.0,3778.0,372.0
T8078,Finance,02-01-2025 18:24,-0.243839305,0.517508882,0.478264623,0.786132273,11635.0,2893.0,582.0
T33612,Cloud,04-01-2025 03:04,0.939979466,0.567902612,0.396451366,0.473428426,9452.0,4570.0,241.0
T3244,AI,01-01-2025 00:59,0.40002486,0.936029017,0.119076989,0.388208179,8019.0,215.0,646.0
T9652,Cloud,,0.103322188,0.764250999,0.653059422,0.070375785,12633.0,1045.0,228.0
T4024,Finance,13-01-2025 05:01,-0.721026191,0.992748037,0.735471601,0.964247165,16904.0,,372.0
T38050,Sports,01-01-2025 01:08,0.87405394,0.629386118,0.196347763,0.241820597,5966.0,831.0,
T12000,Sports,03-01-2025 14:50,0.495682704,0.903881853,0.214622811,0.808628434,,3412.0,126.0
T920,Cloud,17-01-2025 04:31,-0.814104085,0.192463613,0.189642397,0.718104344,92.0,3056.0,543.0
T20836,Cloud,14-01-2025 12:06,0.89789628,0.433564589,0.991113566,0.028844735,19605.0,2978.0,17.0
T26256,Sports,10-01-2025 09:56,-0.846534928,0.464923928,0.127166532,0.20710016,14180.0,3072.0,803.0
T22526,Finance,20-01-2025 02:05,-0.771368166,0.776406124,0.211858137,0.156278336,5065.0,2628.0,898.0
T30638,Cloud,12-01-2025 14:34,0.146664475,0.776362556,0.167088999,0.462932582,13410.0,2330.0,152.0
T15,Cloud,01-01-2025 18:09,-0.321302503,0.089231116,0.50924343,0.626267158,12991.0,582.0,601.0
T15736,Sports,12-01-2025 02:52,-0.824349618,0.602600583,0.312174742,0.356606233,1210.0,76.0,471.0
T30700,Cloud,04-01-2025 14:17,0.346843839,0.48920034,0.457737254,0.048836311,19265.0,112.0,468.0
T23985,Cloud,10-01-2025 06:00,0.817347297,0.189161481,0.878240016,0.985001118,12873.0,2316.0,286.0
T21330,Sports,12-01-2025 06:49,-0.870944843,0.960880392,0.33930764,0.306107169,1469.0,69.0,
T25020,Sports,11-01-2025 08:49,0.821746111,0.699464205,0.741488907,,13601.0,4599.0,913.0
T32486,AI,12-01-2025 05:14,-0.389286551,0.636670248,0.834805288,0.330153917,17718.0,4404.0,222.0
T13508,Finance,12-01-2025 11:54,0.538318319,0.449866705,,0.536509988,8376.0,3833.0,784.0
T14340,AI,22-01-2025 23:09,-0.60353818,0.362990994,0.938272267,0.052980254,4119.0,4150.0,179.0
T27047,AI,16-01-2025 13:31,0.608194803,0.643399022,0.795169214,0.473534615,9976.0,,697.0
T23148,Cloud,10-01-2025 20:42,0.34395693,0.472044985,0.671706656,0.479773613,17362.0,2342.0,414.0
T17464,Sports,12-01-2025 22:25,-0.125494079,0.382914171,0.410734098,0.903302194,13279.0,1953.0,377.0
T7743,AI,18-01-2025 12:33,-0.052534175,0.940109878,0.227717982,0.971768893,3327.0,4790.0,603.0
T5184,AI,16-01-2025 01:02,0.793440609,0.965406948,0.735256092,0.765667898,,2387.0,567.0
T21018,AI,06-01-2025 03:05,-0.0446584,0.391386755,0.879313928,0.775703815,3560.0,1921.0,758.0
T33081,Finance,07-01-2025 16:39,0.256968228,0.086533638,0.210900902,0.289003069,12689.0,1004.0,417.0
T7064,Sports,06-01-2025 02:11,-0.127362042,0.990097662,0.015335112,0.864551595,8589.0,2066.0,595.0
T9611,Sports,24-01-2025 02:50,-0.025888115,0.96389403,,0.248561164,8099.0,4677.0,617.0
T10736,AI,23-01-2025 06:30,0.515175698,0.211864442,0.30557898,0.605712037,12796.0,2718.0,739.0
T21897,AI,17-01-2025 02:21,-0.857249372,0.479246833,0.174680948,0.369692443,10557.0,2367.0,127.0
T14906,AI,16-01-2025 13:48,-0.233922052,0.390571383,0.78705867,0.886918444,15397.0,1492.0,617.0
T5223,Finance,10-01-2025 03:01,-0.438719872,0.441255973,0.940751707,0.531919748,16827.0,,220.0
,Finance,23-01-2025 17:47,-0.176149342,0.00540724,0.180688399,0.190982828,19381.0,3782.0,803.0
T8872,Sports,20-01-2025 12:08,-0.75597102,0.231176862,0.635337441,0.565644248,19629.0,,14.0
T20241,Finance,02-01-2025 01:48,0.499702964,0.175656258,0.394390742,0.168492113,6636.0,4426.0,321.0
T25882,Finance,20-01-2025 11:45,0.102235262,0.659659674,0.174370846,0.711381713,15403.0,4271.0,419.0
T33065,Sports,07-01-2025 19:35,,0.287408265,0.379804233,0.346848335,17073.0,29.0,991.0
T26050,Cloud,21-01-2025 02:43,,0.858350862,0.240027417,0.088617086,13884.0,4515.0,991.0
T5873,Finance,09-01-2025 19:02,-0.85253404,0.329669733,0.161504376,0.631379929,18142.0,2475.0,746.0
T35958,AI,02-01-2025 16:19,-0.282933005,0.454532938,0.714686913,0.866431323,19963.0,4164.0,968.0
T27971,Cloud,02-01-2025 19:12,0.659922446,0.647209983,,0.863082477,1000.0,1532.0,856.0
T6099,Cloud,09-01-2025 04:34,-0.286680496,0.992457685,0.381652065,0.854787229,1973.0,279.0,150.0
T21318,Sports,06-01-2025 05:50,-0.707006228,0.704678785,0.77816769,0.773569904,13579.0,95.0,28.0
T38045,Sports,17-01-2025 08:08,0.230885628,,0.113193037,0.114971725,2989.0,998.0,572.0
T39527,Cloud,20-01-2025 23:30,0.387017264,0.695882247,0.939119848,0.27937079,19821.0,3307.0,316.0
T10002,Sports,09-01-2025 19:55,-0.598708756,0.829323914,0.857350911,,5256.0,701.0,912.0
T23750,AI,16-01-2025 12:03,-0.369896291,,0.554137121,0.842774329,15861.0,4799.0,590.0
T18314,Cloud,18-01-2025 23:07,-0.375586607,0.090260768,0.912174767,0.096494741,,1083.0,33.0
T32110,AI,02-01-2025 17:44,-0.997917799,0.863917647,0.179436331,0.999629917,,4123.0,86.0
T17920,Sports,18-01-2025 15:40,-0.47564464,0.905724686,0.383413936,0.011762977,15702.0,1149.0,79.0
T24826,Cloud,08-01-2025 10:25,-0.116467499,0.106116148,0.340980732,0.237492919,11711.0,4533.0,931.0
T4112,Cloud,14-01-2025 11:05,0.026671168,,0.65518031,0.720794437,19620.0,2419.0,83.0
T641,AI,05-01-2025 09:05,0.494462122,0.870914716,0.881112969,0.471287602,381.0,1002.0,186.0
,Sports,21-01-2025 05:07,-0.000944918,0.197798085,0.808139681,0.048965371,,2861.0,399.0
T22534,AI,04-01-2025 15:21,-0.933282166,0.183468125,0.663422149,0.020582363,9886.0,1944.0,500.0
T37212,Sports,03-01-2025 00:26,-0.784349436,0.981643324,0.019967335,0.711882659,13526.0,2051.0,230.0
T22763,Sports,20-01-2025 23:09,0.184465359,0.190631404,0.271504922,0.212537131,2985.0,4804.0,157.0
T6065,Cloud,19-01-2025 01:21,0.032553045,0.933440363,0.464512394,0.757499664,16009.0,,142.0
