tweet_id,user_id,tweet_text,timestamp,timestamp.1,likes,retweets,replies,impressions,engagement
T38850,9543.0,Streaming $$$ working,api,17-01-2025 03:02,4827.0,4724.0,448.0,884.0,
T6333,1800.0,Great product!!! #AI,api,,10462.0,2028.0,204.0,1376.0,718.0
T17979,5880.0,Spark > Hadoop ???,ios,19-01-2025 20:23,188.0,3196.0,596.0,1653.0,580.0
T18746,5560.0,Great product!!! #AI,android,15-01-2025 06:37,16564.0,1.0,391.0,1300.0,1615.0
T10786,7766.0,Data pipeline broke @ midnight!!!,web,08-01-2025 00:57,13379.0,2991.0,804.0,1935.0,1931.0
T20485,4656.0,,web,13-01-2025 22:14,13716.0,4619.0,868.0,272.0,935.0
T33275,5086.0,Good & Bad mixed!!!,,02-01-2025 01:56,11961.0,1567.0,312.0,2772.0,1104.0
T33618,8899.0,Love this!!! 😊,web,07-01-2025 19:12,6675.0,,740.0,1527.0,919.0
,4625.0,Great product!!! #AI,web,11-01-2025 15:15,13915.0,4916.0,59.0,1282.0,1025.0
T36952,5513.0,Data pipeline broke @ midnight!!!,web,07-01-2025 00:31,15608.0,3397.0,194.0,1766.0,1912.0
T21544,8020.0,Spark > Hadoop ???,android,13-01-2025 22:38,10172.0,3402.0,371.0,579.0,1722.0
T36813,3757.0,Data pipeline broke @ midnight!!!,api,07-01-2025 22:52,15294.0,2549.0,908.0,191.0,1320.0
T2533,2916.0,Testing!!!@@@###,android,07-01-2025 04:06,9491.0,1665.0,20.0,866.0,
T4221,2242.0,Testing!!!@@@###,web,18-01-2025 04:36,17620.0,2059.0,167.0,,755.0
T16048,2369.0,Null?? value??,api,12-01-2025 22:31,17990.0,274.0,343.0,103.0,1726.0
T11859,9400.0,Good & Bad mixed!!!,ios,22-01-2025 09:53,10615.0,2217.0,376.0,2891.0,233.0
T38583,3657.0,Null?? value??,ios,01-01-2025 12:13,3957.0,4398.0,426.0,2131.0,1112.0
T13316,1511.0,Streaming $$$ working,api,15-01-2025 18:48,16973.0,1296.0,415.0,1022.0,312.0
T9035,,Data pipeline broke @ midnight!!!,,06-01-2025 02:13,3441.0,2637.0,76.0,1471.0,992.0
T3383,6889.0,Streaming $$$ working,api,04-01-2025 07:49,5668.0,1351.0,829.0,2335.0,451.0
T37067,2791.0,Spark > Hadoop ???,android,15-01-2025 12:26,8737.0,515.0,806.0,2077.0,395.0
T8489,9313.0,Testing!!!@@@###,ios,13-01-2025 10:22,7413.0,699.0,789.0,461.0,340.0
T38582,4336.0,Great product!!! #AI,ios,01-01-2025 18:33,6407.0,108.0,70.0,2366.0,1607.0
T34735,2215.0,Spark > Hadoop ???,ios,24-01-2025 00:58,10087.0,3516.0,666.0,1386.0,1399.0
T33717,4752.0,Streaming $$$ working,web,06-01-2025 09:17,14323.0,4125.0,969.0,1871.0,1386.0
,8830.0,Love this!!! 😊,api,04-01-2025 12:31,16859.0,4793.0,911.0,1729.0,1128.0
T38387,6646.0,Good & Bad mixed!!!,web,06-01-2025 02:48,737.0,725.0,428.0,1644.0,125.0
T4776,9255.0,,api,10-01-2025 03:07,8439.0,1682.0,900.0,81.0,237.0
T80,8747.0,Great product!!! #AI,ios,10-01-2025 06:50,19522.0,1900.0,206.0,2908.0,135.0
T36071,8070.0,Love this!!! 😊,,06-01-2025 09:04,12743.0,3641.0,823.0,1665.0,820.0
T27513,,Good & Bad mixed!!!,api,19-01-2025 15:49,6973.0,3176.0,242.0,1503.0,1460.0
T29818,2219.0,Good & Bad mixed!!!,android,19-01-2025 04:12,14947.0,303.0,568.0,2991.0,65.0
T8060,6949.0,Spark > Hadoop ???,android,16-01-2025 12:52,17461.0,,494.0,1525.0,1629.0
T18548,6007.0,Error###Detected,web,08-01-2025 12:21,9868.0,57.0,126.0,2511.0,1665.0
T3122,1007.0,Null?? value??,,22-01-2025 22:12,11481.0,2401.0,434.0,1033.0,1238.0
T21689,2237.0,Null?? value??,web,05-01-2025 00:53,3507.0,4814.0,470.0,1290.0,514.0
T28278,3625.0,Love this!!! 😊,api,04-01-2025 01:34,2430.0,76.0,121.0,2408.0,941.0
T16806,9420.0,Testing!!!@@@###,android,16-01-2025 21:21,,3830.0,514.0,1084.0,634.0
T34896,5529.0,Spark > Hadoop ???,api,11-01-2025 03:16,3579.0,2070.0,8.0,,
T34305,4042.0,Streaming $$$ working,web,16-01-2025 17:36,17132.0,1479.0,832.0,1595.0,
T8447,,,web,14-01-2025 13:05,8025.0,3664.0,854.0,203.0,
T23922,6088.0,Good & Bad mixed!!!,ios,13-01-2025 12:52,12742.0,662.0,695.0,2666.0,635.0
T28394,3072.0,Good & Bad mixed!!!,ios,,18421.0,2092.0,109.0,52.0,875.0
T34944,8160.0,Spark > Hadoop ???,web,20-01-2025 19:08,584.0,1351.0,733.0,1824.0,1005.0
T29116,1632.0,Good & Bad mixed!!!,web,,11374.0,4444.0,424.0,1393.0,1682.0
T24179,4031.0,Love this!!! 😊,api,23-01-2025 22:11,18613.0,837.0,778.0,2621.0,1379.0
T31718,2416.0,Testing!!!@@@###,,06-01-2025 07:39,,1645.0,542.0,1596.0,960.0
T23974,4751.0,Testing!!!@@@###,ios,21-01-2025 22:07,14885.0,4624.0,783.0,136.0,942.0
T22493,5738.0,Spark > Hadoop ???,web,11-01-2025 17:57,15097.0,,270.0,2516.0,1348.0
T18371,4880.0,Love this!!! 😊,web,01-01-2025 10:23,9995.0,2051.0,779.0,175.0,261.0
T14418,,Streaming $$$ working,ios,02-01-2025 03:14,16671.0,2178.0,40.0,2026.0,755.0
T13830,8036.0,Great product!!! #AI,web,19-01-2025 03:19,4653.0,2113.0,901.0,2094.0,421.0
T23292,1166.0,Great product!!! #AI,ios,05-01-2025 22:41,,1611.0,519.0,1485.0,273.0
T6611,3641.0,Streaming $$$ working,api,18-01-2025 06:43,7049.0,4458.0,10.0,2708.0,1704.0
T15681,5430.0,Great product!!! #AI,web,02-01-2025 16:21,,483.0,556.0,69.0,1672.0
T19371,3063.0,Great product!!! #AI,api,05-01-2025 03:27,9800.0,3406.0,839.0,1709.0,1838.0
T29425,,Spark > Hadoop ???,web,08-01-2025 01:06,276.0,405.0,317.0,2502.0,482.0
T30362,3168.0,Worst service ever :(,web,01-01-2025 12:23,16282.0,839.0,282.0,220.0,
T5795,6057.0,Streaming $$$ working,api,13-01-2025 01:30,11074.0,3309.0,232.0,179.0,1428.0
T38941,1598.0,Great product!!! #AI,android,22-01-2025 04:17,19558.0,3288.0,246.0,2439.0,1100.0
T36933,3849.0,Error###Detected,ios,,3880.0,3600.0,828.0,211.0,23.0
T23090,4217.0,Good & Bad mixed!!!,ios,10-01-2025 02:52,12468.0,546.0,800.0,997.0,264.0
T33794,2285.0,Null?? value??,api,10-01-2025 00:21,15955.0,3173.0,714.0,1688.0,122.0
T4562,6289.0,Love this!!! 😊,web,20-01-2025 15:08,10402.0,,182.0,1671.0,
T20629,3423.0,Streaming $$$ working,ios,16-01-2025 03:46,5509.0,4470.0,39.0,569.0,921.0
,5645.0,Worst service ever :(,web,06-01-2025 19:26,11730.0,3512.0,97.0,237.0,1.0
T6198,2076.0,Null?? value??,android,23-01-2025 02:41,19390.0,543.0,97.0,,1404.0
T36579,3736.0,Null?? value??,android,17-01-2025 13:41,14937.0,1177.0,819.0,,1565.0
T8997,9555.0,Spark > Hadoop ???,api,10-01-2025 12:42,4048.0,4927.0,401.0,1345.0,1847.0
T36420,8597.0,Testing!!!@@@###,android,,383.0,1814.0,426.0,,486.0
T16461,1297.0,,api,,4500.0,1727.0,325.0,2314.0,1985.0
T7641,4055.0,Worst service ever :(,api,03-01-2025 15:42,16475.0,936.0,,849.0,
T37692,1239.0,,ios,12-01-2025 10:15,18127.0,3500.0,190.0,524.0,1872.0
T30726,3921.0,Testing!!!@@@###,android,07-01-2025 01:56,2192.0,2936.0,443.0,1678.0,804.0
T8000,1387.0,Spark > Hadoop ???,ios,17-01-2025 21:22,17980.0,108.0,376.0,2073.0,105.0
T24345,8183.0,Spark > Hadoop ???,api,08-01-2025 18:02,14530.0,4157.0,918.0,1059.0,893.0
T36975,1608.0,Good & Bad mixed!!!,android,05-01-2025 03:43,4253.0,3955.0,973.0,97.0,435.0
T17118,4745.0,Data pipeline broke @ midnight!!!,android,10-01-2025 04:14,11949.0,1037.0,626.0,707.0,707.0
T35000,8921.0,Streaming $$$ working,web,18-01-2025 02:26,2548.0,1063.0,337.0,1949.0,636.0
,,Spark > Hadoop ???,api,06-01-2025 16:21,19731.0,2676.0,143.0,2172.0,1006.0
T15402,2769.0,Good & Bad mixed!!!,android,01-01-2025 09:03,5477.0,2483.0,115.0,2974.0,646.0
T30500,1552.0,Great product!!! #AI,web,20-01-2025 13:01,10844.0,1366.0,279.0,2452.0,991.0
T34380,1999.0,Error###Detected,android,,500.0,23.0,17.0,2835.0,680.0
T2539,8047.0,Spark > Hadoop ???,web,05-01-2025 01:51,6344.0,2141.0,962.0,1620.0,1554.0
,6132.0,Testing!!!@@@###,android,12-01-2025 07:14,16361.0,2366.0,,2710.0,651.0
T28083,9016.0,Testing!!!@@@###,api,18-01-2025 16:25,6838.0,3209.0,617.0,1524.0,722.0
T11041,6847.0,Data pipeline broke @ midnight!!!,api,06-01-2025 19:13,13258.0,64.0,606.0,242.0,584.0
T16552,6921.0,Love this!!! 😊,api,,7883.0,1207.0,322.0,2559.0,1800.0
T1043,5728.0,Good & Bad mixed!!!,android,23-01-2025 13:39,5737.0,2685.0,46.0,212.0,1784.0
T6489,4342.0,Good & Bad mixed!!!,android,22-01-2025 00:46,12958.0,2387.0,586.0,2001.0,150.0
T16624,8158.0,Error###Detected,web,08-01-2025 18:49,12142.0,592.0,777.0,2322.0,467.0
T20907,1210.0,Streaming $$$ working,api,15-01-2025 23:03,9886.0,4425.0,686.0,824.0,112.0
T16636,6023.0,Spark > Hadoop ???,android,11-01-2025 14:35,19365.0,4063.0,585.0,,541.0
T20132,7600.0,Love this!!! 😊,ios,23-01-2025 04:35,19046.0,4410.0,910.0,2269.0,100.0
T8413,9392.0,Error###Detected,ios,14-01-2025 06:09,13057.0,597.0,335.0,1847.0,537.0
T15353,4954.0,Good & Bad mixed!!!,android,18-01-2025 20:42,3974.0,2778.0,163.0,1068.0,943.0
T39964,5236.0,Testing!!!@@@###,ios,08-01-2025 12:06,949.0,4336.0,560.0,1992.0,651.0
T32457,2814.0,Error###Detected,web,16-01-2025 18:39,12761.0,2905.0,87.0,543.0,1152.0
T23786,8665.0,Worst service ever :(,ios,22-01-2025 00:20,17982.0,796.0,593.0,249.0,10.0
T7897,6458.0,Worst service ever :(,api,05-01-2025 22:18,6092.0,4324.0,749.0,1728.0,411.0
T37859,9266.0,Testing!!!@@@###,ios,06-01-2025 10:40,14896.0,3577.0,736.0,2931.0,827.0
T10004,4747.0,Testing!!!@@@###,ios,09-01-2025 00:10,961.0,3349.0,907.0,2872.0,1020.0
T67,9838.0,Worst service ever :(,web,08-01-2025 01:07,,1515.0,841.0,2524.0,430.0
T4539,6706.0,Worst service ever :(,ios,22-01-2025 05:14,19745.0,1716.0,56.0,1599.0,1451.0
T38779,8800.0,Great product!!! #AI,web,08-01-2025 07:52,6344.0,1448.0,271.0,403.0,1546.0
T38361,3174.0,Streaming $$$ working,api,15-01-2025 11:20,6095.0,3289.0,572.0,2219.0,234.0
,7976.0,Good & Bad mixed!!!,ios,,11199.0,4219.0,796.0,2347.0,1927.0
T24036,8499.0,Error###Detected,web,17-01-2025 20:02,1310.0,1924.0,,2036.0,1082.0
T38694,5772.0,Testing!!!@@@###,api,11-01-2025 14:20,8698.0,2889.0,808.0,567.0,215.0
,1505.0,Null?? value??,web,02-01-2025 10:27,10242.0,1396.0,736.0,282.0,1242.0
T34017,9447.0,Good & Bad mixed!!!,web,12-01-2025 16:08,16469.0,4904.0,261.0,2178.0,580.0
T3666,4499.0,Data pipeline broke @ midnight!!!,,18-01-2025 12:42,2664.0,4453.0,722.0,1755.0,963.0
T27228,9334.0,Streaming $$$ working,android,,4467.0,4388.0,986.0,788.0,1773.0
T14291,5421.0,Streaming $$$ working,ios,12-01-2025 16:48,7640.0,3608.0,105.0,1714.0,1613.0
T24742,8354.0,Streaming $$$ working,api,08-01-2025 19:22,5363.0,1128.0,522.0,2811.0,1069.0
T31909,7048.0,Great product!!! #AI,android,07-01-2025 23:18,,41.0,403.0,2333.0,1804.0
T32950,9943.0,,android,,15871.0,3373.0,707.0,611.0,256.0
,4318.0,Streaming $$$ working,api,14-01-2025 00:06,3756.0,1015.0,,1193.0,605.0
T19853,6924.0,Data pipeline broke @ midnight!!!,ios,06-01-2025 03:07,16691.0,1714.0,190.0,1476.0,1908.0
T8100,1495.0,Spark > Hadoop ???,web,15-01-2025 01:14,6379.0,4590.0,688.0,2348.0,796.0
,4182.0,Testing!!!@@@###,android,16-01-2025 15:32,16782.0,2502.0,46.0,482.0,1672.0
T24353,6074.0,Spark > Hadoop ???,api,11-01-2025 04:13,11297.0,4918.0,695.0,608.0,581.0
T16110,5388.0,Spark > Hadoop ???,ios,12-01-2025 13:37,7097.0,483.0,248.0,448.0,845.0
T39711,7559.0,Error###Detected,ios,17-01-2025 02:12,1291.0,4509.0,712.0,2899.0,1758.0
T36153,1746.0,Great product!!! #AI,api,18-01-2025 14:17,9605.0,2379.0,999.0,2353.0,670.0
T4088,6330.0,Data pipeline broke @ midnight!!!,api,15-01-2025 09:15,11218.0,1868.0,,2769.0,611.0
T18249,3271.0,Love this!!! 😊,android,08-01-2025 15:27,2537.0,4562.0,444.0,2888.0,207.0
T28457,5062.0,Good & Bad mixed!!!,android,23-01-2025 10:53,2850.0,2617.0,928.0,231.0,739.0
T2428,1966.0,Love this!!! 😊,,20-01-2025 05:00,2847.0,1633.0,155.0,843.0,694.0
T25931,1714.0,Streaming $$$ working,android,20-01-2025 15:43,15479.0,4692.0,341.0,,860.0
T27873,4195.0,Good & Bad mixed!!!,api,03-01-2025 08:30,14723.0,994.0,,1617.0,
,2462.0,Null?? value??,web,06-01-2025 22:45,8263.0,2626.0,356.0,821.0,1914.0
T2286,1991.0,Null?? value??,ios,11-01-2025 14:27,19431.0,3050.0,292.0,,618.0
T19833,3022.0,Spark > Hadoop ???,web,15-01-2025 15:45,17755.0,4724.0,304.0,357.0,1324.0
T12083,7862.0,Data pipeline broke @ midnight!!!,,14-01-2025 19:34,18324.0,920.0,144.0,903.0,
T28898,6805.0,Worst service ever :(,ios,01-01-2025 03:19,9039.0,2589.0,528.0,2404.0,354.0
T1483,6004.0,Testing!!!@@@###,ios,,71.0,387.0,547.0,2997.0,146.0
T4311,5279.0,Error###Detected,web,05-01-2025 02:36,16514.0,2349.0,499.0,308.0,1896.0
T37899,6863.0,Null?? value??,web,21-01-2025 04:13,14671.0,2322.0,287.0,,
T34479,9668.0,Streaming $$$ working,web,18-01-2025 14:05,11581.0,,261.0,2788.0,1843.0
T36803,2134.0,Great product!!! #AI,web,20-01-2025 12:27,8758.0,2752.0,124.0,,1418.0
,1578.0,Love this!!! 😊,api,21-01-2025 13:20,12602.0,2442.0,851.0,287.0,679.0
T39837,9653.0,Null?? value??,api,14-01-2025 23:29,14568.0,3329.0,656.0,532.0,959.0
T15544,7296.0,Worst service ever :(,web,20-01-2025 14:17,12601.0,270.0,,32.0,514.0
T24715,2986.0,Data pipeline broke @ midnight!!!,api,09-01-2025 18:09,2912.0,2258.0,423.0,2833.0,622.0
T2264,2166.0,Error###Detected,android,23-01-2025 12:00,13549.0,2140.0,929.0,1752.0,832.0
T10470,2384.0,Error###Detected,android,16-01-2025 23:14,19450.0,37.0,908.0,1855.0,1140.0
T5543,8599.0,Testing!!!@@@###,web,23-01-2025 08:19,2038.0,4643.0,580.0,893.0,992.0
T14577,7918.0,Data pipeline broke @ midnight!!!,android,22-01-2025 10:38,,477.0,70.0,279.0,358.0
T17658,6865.0,Great product!!! #AI,web,11-01-2025 12:52,1475.0,389.0,487.0,1565.0,1448.0
T21982,8727.0,,api,19-01-2025 03:45,16056.0,257.0,568.0,1624.0,1927.0
T31687,7318.0,Worst service ever :(,android,19-01-2025 19:34,8963.0,3368.0,616.0,2644.0,1036.0
T25623,4255.0,Testing!!!@@@###,ios,03-01-2025 04:06,18356.0,3375.0,402.0,77.0,1717.0
T36773,,Null?? value??,ios,12-01-2025 05:40,16554.0,4001.0,643.0,1227.0,795.0
,3885.0,Streaming $$$ working,api,06-01-2025 02:48,16055.0,2255.0,224.0,2091.0,743.0
T36839,2094.0,Null?? value??,api,06-01-2025 06:30,2293.0,2724.0,152.0,1158.0,529.0
T5826,9424.0,Testing!!!@@@###,web,15-01-2025 19:33,6564.0,,862.0,2710.0,513.0
T38562,6819.0,Love this!!! 😊,api,05-01-2025 09:00,8957.0,2736.0,67.0,2533.0,1050.0
T29374,4508.0,Null?? value??,,08-01-2025 15:04,4339.0,3345.0,767.0,430.0,737.0
T18659,5883.0,Testing!!!@@@###,web,21-01-2025 05:06,13176.0,2842.0,347.0,2209.0,118.0
T14841,1376.0,Null?? value??,api,,12580.0,1671.0,82.0,1857.0,433.0
T16439,7001.0,Love this!!! 😊,web,22-01-2025 02:05,4367.0,,514.0,2887.0,1124.0
T10238,7299.0,Good & Bad mixed!!!,web,08-01-2025 14:47,5584.0,4158.0,106.0,1319.0,1949.0
T30289,1216.0,,api,07-01-2025 06:33,16792.0,1523.0,998.0,,
T13212,5701.0,Testing!!!@@@###,android,05-01-2025 13:45,,,698.0,1421.0,1298.0
T9551,5548.0,Null?? value??,api,01-01-2025 05:15,11130.0,3689.0,,398.0,1757.0
T27183,3427.0,Data pipeline broke @ midnight!!!,web,23-01-2025 22:50,15339.0,,416.0,121.0,
T29203,6815.0,,api,13-01-2025 21:09,3149.0,4623.0,583.0,1641.0,1229.0
T18661,2329.0,Spark > Hadoop ???,android,,8072.0,1667.0,552.0,1064.0,1437.0
T1889,6115.0,Spark > Hadoop ???,web,11-01-2025 18:48,16561.0,1213.0,150.0,2178.0,1461.0
T11187,6207.0,Testing!!!@@@###,ios,13-01-2025 13:23,2670.0,2629.0,862.0,2939.0,1311.0
,4668.0,Error###Detected,android,15-01-2025 20:54,1561.0,2009.0,331.0,2468.0,1758.0
T15064,7942.0,Null?? value??,android,11-01-2025 11:39,601.0,4176.0,800.0,292.0,1396.0
T10071,4858.0,Testing!!!@@@###,ios,19-01-2025 23:06,11503.0,916.0,955.0,2267.0,1934.0
T13137,9244.0,Data pipeline broke @ midnight!!!,api,06-01-2025 23:56,6505.0,4221.0,424.0,349.0,207.0
T36141,4250.0,Love this!!! 😊,api,17-01-2025 22:41,4017.0,3473.0,76.0,373.0,1332.0
T25502,9161.0,Spark > Hadoop ???,ios,17-01-2025 01:24,13515.0,2747.0,550.0,1600.0,285.0
T38555,3843.0,Streaming $$$ working,web,19-01-2025 02:44,1719.0,1853.0,272.0,609.0,1723.0
T5752,8479.0,Great product!!! #AI,android,04-01-2025 03:49,3716.0,2386.0,512.0,1609.0,127.0
T25302,7024.0,Null?? value??,ios,10-01-2025 12:48,18364.0,3672.0,135.0,1060.0,1213.0
T20766,9991.0,Data pipeline broke @ midnight!!!,web,13-01-2025 08:15,7096.0,1518.0,285.0,1212.0,1119.0
T24454,2188.0,Testing!!!@@@###,api,11-01-2025 21:16,18831.0,737.0,1000.0,,853.0
T8721,4533.0,Great product!!! #AI,api,12-01-2025 09:14,4491.0,1582.0,925.0,871.0,1139.0
T11620,2360.0,Testing!!!@@@###,web,10-01-2025 15:20,3359.0,4042.0,311.0,913.0,109.0
T21899,5522.0,Streaming $$$ working,,07-01-2025 19:11,16591.0,166.0,890.0,998.0,1073.0
T21143,3674.0,Testing!!!@@@###,api,01-01-2025 19:39,,3383.0,702.0,2240.0,35.0
T25316,8169.0,Data pipeline broke @ midnight!!!,web,19-01-2025 14:16,7546.0,4055.0,439.0,1986.0,118.0
T19403,8384.0,Love this!!! 😊,android,01-01-2025 14:06,16463.0,2171.0,68.0,1614.0,256.0
T20281,8327.0,Error###Detected,android,20-01-2025 21:03,6414.0,1747.0,986.0,2115.0,830.0
T18825,1667.0,Testing!!!@@@###,ios,03-01-2025 17:27,2164.0,2772.0,447.0,227.0,1071.0
T19307,6825.0,Worst service ever :(,android,,8197.0,3916.0,817.0,2124.0,405.0
T22211,7685.0,Error###Detected,,08-01-2025 12:19,15959.0,1831.0,329.0,2867.0,1749.0
T76,5039.0,,android,23-01-2025 10:18,5026.0,957.0,58.0,462.0,677.0
T27439,8836.0,Great product!!! #AI,android,06-01-2025 10:51,13049.0,2614.0,,877.0,1144.0
T25032,6020.0,Error###Detected,ios,19-01-2025 06:43,12854.0,,731.0,909.0,2000.0
T7596,8758.0,,web,05-01-2025 04:03,12461.0,2646.0,340.0,574.0,255.0
T22484,8726.0,Love this!!! 😊,ios,02-01-2025 22:23,15580.0,3023.0,270.0,1519.0,1247.0
T26793,9528.0,Streaming $$$ working,web,04-01-2025 13:27,11637.0,3351.0,825.0,1778.0,822.0
T2898,2337.0,Worst service ever :(,ios,10-01-2025 23:06,4663.0,3731.0,733.0,2163.0,1154.0
T24953,9065.0,Worst service ever :(,api,,4758.0,4766.0,821.0,2116.0,503.0
T20873,3036.0,Spark > Hadoop ???,web,01-01-2025 07:22,15851.0,4795.0,264.0,599.0,1569.0
T20658,6448.0,Great product!!! #AI,web,13-01-2025 05:18,12586.0,801.0,886.0,1489.0,
T5326,9705.0,Streaming $$$ working,android,05-01-2025 09:05,16578.0,3287.0,51.0,1237.0,351.0
T34967,9687.0,Error###Detected,web,10-01-2025 04:35,9911.0,4876.0,104.0,1408.0,133.0
T6749,1466.0,Streaming $$$ working,web,12-01-2025 00:10,17544.0,3600.0,533.0,1267.0,1387.0
T38080,4657.0,Good & Bad mixed!!!,ios,16-01-2025 17:59,11345.0,3437.0,958.0,271.0,1993.0
T18858,5819.0,Data pipeline broke @ midnight!!!,web,07-01-2025 16:41,19979.0,668.0,275.0,1052.0,528.0
T23580,3398.0,Data pipeline broke @ midnight!!!,ios,08-01-2025 08:59,8922.0,25.0,815.0,2266.0,
T8880,8575.0,Good & Bad mixed!!!,web,11-01-2025 17:45,5575.0,3830.0,994.0,2897.0,226.0
T8128,8535.0,Good & Bad mixed!!!,,22-01-2025 07:46,11229.0,1667.0,907.0,2495.0,92.0
T39892,,Worst service ever :(,android,09-01-2025 11:32,2539.0,169.0,322.0,297.0,1211.0
T5929,9713.0,Spark > Hadoop ???,web,22-01-2025 09:35,5897.0,3077.0,275.0,505.0,752.0
T18134,9059.0,Error###Detected,web,21-01-2025 13:44,5623.0,3485.0,977.0,186.0,1914.0
T8337,5279.0,Data pipeline broke @ midnight!!!,api,06-01-2025 02:44,3563.0,1834.0,868.0,1488.0,983.0
T22384,6491.0,Error###Detected,android,15-01-2025 12:27,1563.0,4803.0,418.0,575.0,1721.0
T24335,9151.0,Null?? value??,api,19-01-2025 10:43,16728.0,,958.0,2870.0,388.0
T14002,2931.0,Love this!!! 😊,android,13-01-2025 19:47,18710.0,3634.0,,2731.0,1949.0
T2105,7603.0,Data pipeline broke @ midnight!!!,api,06-01-2025 11:27,5143.0,2150.0,555.0,698.0,1588.0
T6508,7160.0,Spark > Hadoop ???,ios,08-01-2025 11:09,14638.0,947.0,346.0,2505.0,120.0
T2080,9750.0,Testing!!!@@@###,ios,,4484.0,,837.0,884.0,78.0
T18090,3728.0,Spark > Hadoop ???,web,01-01-2025 03:20,,,459.0,846.0,1.0
,3608.0,Testing!!!@@@###,ios,22-01-2025 23:51,2582.0,3718.0,666.0,2584.0,1236.0
T6723,9628.0,Love this!!! 😊,ios,23-01-2025 09:20,,3548.0,494.0,1376.0,1056.0
T18223,4277.0,Worst service ever :(,ios,12-01-2025 12:59,16197.0,740.0,562.0,2881.0,1103.0
T12739,7328.0,Testing!!!@@@###,api,14-01-2025 20:13,14745.0,2670.0,598.0,1104.0,656.0
T39030,6540.0,Love this!!! 😊,ios,06-01-2025 00:52,16524.0,404.0,721.0,1639.0,1053.0
T35102,4647.0,Streaming $$$ working,,15-01-2025 03:16,4894.0,1699.0,810.0,2583.0,479.0
T232,6457.0,Good & Bad mixed!!!,ios,16-01-2025 10:44,13184.0,1623.0,117.0,722.0,1467.0
T22320,3025.0,Streaming $$$ working,api,03-01-2025 04:53,15142.0,2984.0,793.0,1529.0,707.0
T14107,6819.0,Great product!!! #AI,api,12-01-2025 08:21,6623.0,4104.0,337.0,87.0,1315.0
T22219,2633.0,Good & Bad mixed!!!,,10-01-2025 08:56,5540.0,779.0,371.0,1900.0,1314.0
T18586,3135.0,Data pipeline broke @ midnight!!!,web,02-01-2025 19:50,4236.0,3503.0,286.0,1675.0,559.0
T24376,7582.0,Love this!!! 😊,ios,08-01-2025 05:21,10457.0,2516.0,965.0,436.0,458.0
T4529,9680.0,Error###Detected,ios,,8254.0,542.0,683.0,1187.0,1226.0
T11307,9808.0,Great product!!! #AI,api,12-01-2025 18:10,3203.0,4991.0,470.0,130.0,1638.0
T19230,3476.0,Great product!!! #AI,ios,19-01-2025 11:32,8878.0,3875.0,817.0,2019.0,923.0
T24546,4712.0,Null?? value??,web,01-01-2025 03:07,8679.0,3761.0,825.0,995.0,
T7000,2593.0,Spark > Hadoop ???,,09-01-2025 05:49,8256.0,1654.0,709.0,281.0,713.0
T13713,1622.0,Null?? value??,ios,21-01-2025 09:07,13904.0,1412.0,497.0,1982.0,759.0
T29359,4445.0,Streaming $$$ working,web,16-01-2025 12:55,,4564.0,945.0,1321.0,1078.0
T4101,9379.0,Good & Bad mixed!!!,api,22-01-2025 16:39,3369.0,,31.0,,821.0
T17736,4182.0,Spark > Hadoop ???,web,10-01-2025 05:40,12337.0,3482.0,442.0,1539.0,1704.0
T26133,9636.0,Testing!!!@@@###,api,19-01-2025 01:29,18492.0,3727.0,271.0,2441.0,749.0
T21835,5697.0,Spark > Hadoop ???,android,13-01-2025 12:22,18409.0,428.0,415.0,1850.0,680.0
T3354,7057.0,Error###Detected,android,15-01-2025 19:22,15724.0,663.0,996.0,825.0,1472.0
T5952,9836.0,Error###Detected,ios,06-01-2025 23:12,1939.0,3522.0,,1019.0,742.0
T14716,7931.0,Testing!!!@@@###,web,,,1536.0,849.0,2341.0,406.0
T1594,5269.0,,api,05-01-2025 08:21,16550.0,364.0,128.0,19.0,890.0
T2467,4686.0,Testing!!!@@@###,android,18-01-2025 17:59,17295.0,1600.0,,,
T31386,7717.0,Testing!!!@@@###,web,11-01-2025 00:52,19190.0,866.0,604.0,2224.0,1872.0
T14335,5338.0,Streaming $$$ working,web,23-01-2025 20:14,3479.0,2827.0,728.0,658.0,569.0
T19836,7984.0,Error###Detected,api,11-01-2025 20:49,8040.0,3724.0,439.0,,769.0
T5064,6201.0,,ios,04-01-2025 05:03,1052.0,2046.0,232.0,737.0,1954.0
T22315,2982.0,Streaming $$$ working,android,23-01-2025 00:06,7685.0,3206.0,16.0,1817.0,1584.0
T1731,9788.0,Error###Detected,ios,21-01-2025 08:29,,3515.0,557.0,2634.0,890.0
T32073,7294.0,Testing!!!@@@###,web,15-01-2025 07:12,9228.0,2293.0,811.0,410.0,258.0
T15347,2836.0,Data pipeline broke @ midnight!!!,ios,01-01-2025 03:11,474.0,3322.0,134.0,2567.0,1536.0
T26088,7024.0,Streaming $$$ working,api,23-01-2025 08:44,4963.0,2113.0,511.0,1246.0,1273.0
T31563,,Testing!!!@@@###,ios,19-01-2025 09:19,6798.0,1138.0,765.0,2356.0,1799.0
T37640,9891.0,Great product!!! #AI,api,15-01-2025 16:09,6197.0,1845.0,303.0,209.0,1772.0
T34033,4364.0,Spark > Hadoop ???,android,09-01-2025 13:14,2803.0,1428.0,116.0,93.0,205.0
T21483,4542.0,Worst service ever :(,android,06-01-2025 09:02,7230.0,2026.0,934.0,581.0,
