user_id,country,topic_category,account_created_date,followers_count,following_count,likes_count,shares_count,posts_count,verified
7381.0,USA,tech,,81518.0,181.0,1718.0,10.0,82.0,
6672.0,Germany,tech,05-01-2025 02:54,7971.0,2598.0,875.0,77.0,673.0,N
7883.0,UK,politics,17-01-2025 11:11,2839.0,2091.0,682.0,89.0,526.0,N
8542.0,UK,sports,08-01-2025 10:49,39877.0,1815.0,1456.0,461.0,108.0,N
7659.0,Canada,politics,21-01-2025 19:27,69929.0,2425.0,1126.0,417.0,458.0,
3005.0,Canada,politics,20-01-2025 02:31,43402.0,4849.0,1672.0,35.0,259.0,Y
4599.0,Canada,politics,02-01-2025 08:18,65900.0,1314.0,1714.0,481.0,783.0,N
,,sports,04-01-2025 11:06,50651.0,3598.0,1788.0,,3.0,N
4393.0,India,finance,12-01-2025 21:23,34530.0,3124.0,1681.0,294.0,203.0,N
1150.0,USA,sports,18-01-2025 18:26,99527.0,4792.0,1530.0,459.0,49.0,Y
6724.0,Canada,finance,07-01-2025 17:00,55007.0,1860.0,121.0,148.0,435.0,N
1368.0,USA,tech,19-01-2025 19:08,43464.0,1987.0,570.0,98.0,791.0,N
4408.0,India,tech,15-01-2025 07:58,10988.0,107.0,1439.0,439.0,294.0,N
4393.0,USA,tech,12-01-2025 21:47,12735.0,3314.0,412.0,8.0,937.0,N
3731.0,Germany,politics,11-01-2025 06:54,37859.0,220.0,,339.0,992.0,Y
8541.0,USA,politics,18-01-2025 20:59,79497.0,3067.0,1998.0,226.0,819.0,Y
7698.0,UK,tech,07-01-2025 17:05,1002.0,4275.0,606.0,341.0,81.0,N
1918.0,India,tech,06-01-2025 23:36,746.0,4206.0,238.0,381.0,381.0,Y
9583.0,USA,sports,23-01-2025 21:28,36682.0,473.0,572.0,235.0,44.0,Y
,USA,politics,06-01-2025 13:11,52688.0,4486.0,1374.0,279.0,229.0,Y
9391.0,India,tech,21-01-2025 06:28,11158.0,2347.0,,187.0,913.0,Y
1731.0,Canada,sports,02-01-2025 16:02,32844.0,1948.0,1306.0,117.0,415.0,N
3707.0,Canada,politics,11-01-2025 00:58,23495.0,3356.0,1850.0,155.0,206.0,N
7970.0,UK,finance,23-01-2025 03:41,8641.0,3068.0,37.0,321.0,334.0,N
4085.0,UK,finance,13-01-2025 08:43,58548.0,3865.0,1514.0,345.0,743.0,Y
6599.0,Germany,finance,02-01-2025 08:22,30730.0,2121.0,1616.0,489.0,227.0,N
6707.0,USA,,18-01-2025 19:16,99912.0,70.0,1678.0,36.0,383.0,Y
9500.0,UK,tech,05-01-2025 21:51,54808.0,313.0,1266.0,312.0,281.0,N
4263.0,India,tech,23-01-2025 02:00,76420.0,3667.0,762.0,460.0,511.0,Y
9262.0,Germany,tech,04-01-2025 16:13,35583.0,2014.0,300.0,29.0,920.0,Y
,UK,politics,16-01-2025 17:06,63817.0,1881.0,1337.0,278.0,27.0,N
6253.0,UK,politics,06-01-2025 13:43,78786.0,2774.0,862.0,45.0,251.0,N
8697.0,India,tech,11-01-2025 00:26,,4795.0,1999.0,179.0,441.0,N
5884.0,USA,tech,11-01-2025 09:10,75094.0,2056.0,254.0,32.0,330.0,Y
2144.0,USA,tech,04-01-2025 21:55,75595.0,4232.0,1090.0,181.0,329.0,N
8100.0,USA,tech,10-01-2025 07:48,4279.0,3609.0,501.0,376.0,238.0,N
1785.0,Canada,sports,,7544.0,1089.0,202.0,19.0,734.0,Y
5567.0,India,finance,05-01-2025 08:54,63671.0,580.0,65.0,318.0,688.0,Y
9328.0,,finance,08-01-2025 07:43,49309.0,3815.0,1986.0,246.0,,
1131.0,USA,politics,15-01-2025 19:29,36654.0,425.0,1096.0,340.0,193.0,N
9998.0,UK,finance,12-01-2025 05:32,95445.0,2117.0,1574.0,389.0,690.0,N
9832.0,UK,politics,10-01-2025 05:40,1160.0,2476.0,699.0,94.0,790.0,Y
3429.0,Canada,sports,23-01-2025 20:31,29389.0,1048.0,336.0,251.0,48.0,Y
9410.0,Germany,sports,08-01-2025 10:46,2064.0,1072.0,1376.0,143.0,,
1387.0,Canada,tech,03-01-2025 00:50,65066.0,1064.0,694.0,53.0,15.0,Y
1833.0,Germany,finance,12-01-2025 23:32,83769.0,3700.0,462.0,367.0,688.0,N
7640.0,India,sports,08-01-2025 17:34,26151.0,38.0,23.0,152.0,296.0,Y
4703.0,India,politics,05-01-2025 22:35,93400.0,724.0,1741.0,470.0,796.0,Y
6564.0,Germany,tech,17-01-2025 02:06,,,239.0,151.0,867.0,N
2761.0,Germany,,,61636.0,3268.0,218.0,116.0,,
8348.0,Canada,politics,19-01-2025 23:56,80766.0,1463.0,1578.0,21.0,334.0,Y
7219.0,,sports,15-01-2025 00:39,29341.0,3330.0,1274.0,291.0,561.0,N
9679.0,Canada,tech,17-01-2025 12:30,20044.0,1464.0,574.0,469.0,626.0,Y
7880.0,UK,tech,17-01-2025 11:35,65452.0,2058.0,1784.0,377.0,515.0,N
2862.0,Canada,sports,12-01-2025 04:39,41115.0,2708.0,1057.0,437.0,255.0,N
7670.0,India,politics,17-01-2025 03:38,50867.0,3267.0,353.0,150.0,938.0,Y
5437.0,Canada,politics,09-01-2025 21:07,33059.0,2767.0,859.0,86.0,596.0,Y
4336.0,India,finance,18-01-2025 20:18,61628.0,1027.0,1234.0,346.0,919.0,N
4548.0,USA,finance,21-01-2025 13:41,16997.0,2013.0,358.0,,,Y
2840.0,India,finance,21-01-2025 18:57,40535.0,1370.0,696.0,99.0,526.0,Y
5431.0,Canada,politics,03-01-2025 23:06,17229.0,4309.0,1712.0,227.0,339.0,Y
4827.0,India,politics,05-01-2025 17:28,31050.0,201.0,845.0,310.0,859.0,Y
2782.0,USA,finance,14-01-2025 20:12,25944.0,2835.0,730.0,351.0,805.0,Y
1185.0,USA,finance,24-01-2025 01:37,50638.0,,1541.0,210.0,479.0,Y
9384.0,Germany,politics,07-01-2025 06:43,61636.0,1278.0,,,9.0,Y
8660.0,India,sports,16-01-2025 21:19,59812.0,113.0,567.0,271.0,331.0,Y
5085.0,Canada,politics,09-01-2025 16:23,98996.0,3497.0,222.0,489.0,115.0,N
4611.0,USA,finance,12-01-2025 18:10,5156.0,1672.0,1904.0,35.0,,N
9551.0,India,,15-01-2025 02:22,83653.0,4425.0,1149.0,395.0,171.0,N
1103.0,India,politics,14-01-2025 11:09,65559.0,2622.0,1100.0,200.0,916.0,Y
3298.0,India,tech,12-01-2025 13:45,69449.0,4738.0,625.0,371.0,912.0,N
7670.0,Canada,tech,17-01-2025 21:59,75659.0,4398.0,1073.0,366.0,980.0,N
7789.0,Germany,finance,20-01-2025 14:11,17845.0,830.0,1512.0,22.0,349.0,Y
5398.0,India,finance,04-01-2025 21:28,21707.0,1919.0,576.0,261.0,758.0,N
5588.0,Canada,,10-01-2025 12:08,89272.0,1066.0,290.0,82.0,,N
4348.0,Germany,sports,17-01-2025 15:56,,4522.0,787.0,15.0,505.0,N
6195.0,UK,sports,12-01-2025 08:07,20961.0,1380.0,1705.0,330.0,435.0,N
8599.0,Canada,politics,14-01-2025 09:38,23811.0,4277.0,1610.0,269.0,,N
9628.0,Germany,finance,,89129.0,3261.0,849.0,470.0,181.0,Y
1881.0,USA,sports,03-01-2025 01:16,48849.0,103.0,91.0,316.0,164.0,N
6693.0,USA,finance,14-01-2025 21:10,65261.0,3321.0,1914.0,54.0,231.0,N
8755.0,Canada,finance,17-01-2025 03:13,32166.0,3806.0,938.0,127.0,601.0,Y
6016.0,Germany,politics,08-01-2025 18:42,50722.0,2553.0,1714.0,36.0,630.0,Y
4658.0,Canada,tech,15-01-2025 07:58,36535.0,4902.0,60.0,184.0,280.0,N
2673.0,India,politics,16-01-2025 07:20,99287.0,2204.0,1804.0,268.0,50.0,Y
1289.0,Germany,politics,07-01-2025 00:44,80632.0,289.0,436.0,10.0,603.0,Y
7970.0,Germany,politics,,66511.0,1937.0,53.0,109.0,510.0,Y
8876.0,Canada,finance,15-01-2025 08:26,64218.0,2259.0,904.0,499.0,540.0,N
3960.0,Canada,politics,22-01-2025 17:34,51115.0,3216.0,1570.0,113.0,299.0,N
9896.0,Canada,sports,17-01-2025 06:44,91381.0,3504.0,205.0,335.0,447.0,Y
7741.0,UK,politics,,26292.0,4421.0,,210.0,352.0,N
9877.0,India,finance,03-01-2025 09:21,85060.0,4116.0,1407.0,317.0,562.0,N
3826.0,USA,politics,10-01-2025 10:38,,4575.0,220.0,118.0,592.0,Y
9160.0,India,politics,20-01-2025 09:22,68480.0,3026.0,430.0,260.0,675.0,N
,USA,finance,12-01-2025 22:14,6349.0,4617.0,1876.0,135.0,579.0,
6244.0,Germany,finance,14-01-2025 18:54,57161.0,4114.0,181.0,462.0,307.0,
9255.0,Canada,sports,16-01-2025 13:33,44874.0,3214.0,1266.0,408.0,638.0,Y
3769.0,,tech,17-01-2025 00:01,83874.0,2721.0,1786.0,487.0,929.0,N
7003.0,Canada,sports,20-01-2025 10:46,66691.0,4074.0,1674.0,486.0,199.0,Y
6913.0,UK,sports,15-01-2025 22:09,48171.0,3724.0,869.0,363.0,35.0,Y
3414.0,India,sports,18-01-2025 08:04,8776.0,3314.0,1740.0,448.0,837.0,Y
7696.0,India,finance,17-01-2025 14:59,3384.0,4507.0,1595.0,380.0,970.0,N
2458.0,India,sports,12-01-2025 14:33,64691.0,2903.0,1251.0,436.0,968.0,Y
6497.0,USA,tech,17-01-2025 12:38,46245.0,4677.0,,,,Y
9897.0,Germany,tech,19-01-2025 05:53,45687.0,1473.0,1046.0,224.0,835.0,N
2936.0,Germany,tech,04-01-2025 01:40,79377.0,4051.0,626.0,81.0,929.0,Y
9688.0,Canada,tech,21-01-2025 03:39,9004.0,2377.0,,,480.0,N
2593.0,Germany,tech,21-01-2025 20:24,95548.0,621.0,1685.0,59.0,,N
7866.0,Germany,politics,21-01-2025 21:30,91176.0,1390.0,1092.0,414.0,998.0,Y
6444.0,India,sports,13-01-2025 01:13,19119.0,2164.0,,137.0,447.0,Y
9041.0,UK,finance,21-01-2025 02:35,65389.0,4069.0,534.0,387.0,457.0,Y
1803.0,Germany,tech,18-01-2025 04:37,58148.0,1238.0,1188.0,385.0,76.0,N
6271.0,USA,finance,18-01-2025 05:46,77077.0,3805.0,1153.0,365.0,811.0,Y
7023.0,India,politics,18-01-2025 16:28,50156.0,3218.0,1801.0,312.0,716.0,N
7691.0,USA,sports,07-01-2025 11:00,10427.0,2727.0,1366.0,233.0,403.0,N
3159.0,Canada,politics,11-01-2025 01:48,4374.0,3468.0,21.0,301.0,719.0,N
1058.0,India,finance,10-01-2025 14:40,45660.0,3900.0,265.0,347.0,811.0,Y
3753.0,India,,13-01-2025 04:40,58300.0,908.0,1372.0,199.0,617.0,Y
3429.0,Canada,sports,12-01-2025 10:41,9501.0,4669.0,602.0,87.0,546.0,Y
4167.0,UK,politics,,94337.0,,34.0,155.0,827.0,N
6682.0,Germany,tech,06-01-2025 06:42,98471.0,3103.0,1031.0,80.0,256.0,
2807.0,Germany,tech,03-01-2025 18:38,49884.0,2204.0,1957.0,186.0,960.0,Y
4465.0,,tech,06-01-2025 08:03,,3459.0,233.0,285.0,709.0,Y
4474.0,Canada,tech,22-01-2025 19:01,80123.0,1568.0,1999.0,315.0,56.0,N
7885.0,UK,finance,15-01-2025 17:39,30480.0,4707.0,1295.0,239.0,451.0,N
2429.0,Canada,finance,,28614.0,2081.0,554.0,466.0,59.0,Y
8161.0,Germany,sports,17-01-2025 16:37,45424.0,878.0,1256.0,462.0,266.0,Y
9647.0,UK,sports,02-01-2025 01:55,26145.0,651.0,1814.0,337.0,365.0,Y
4385.0,USA,finance,12-01-2025 15:08,40952.0,4538.0,123.0,87.0,163.0,Y
8796.0,,finance,10-01-2025 03:40,92748.0,3592.0,656.0,267.0,901.0,Y
3842.0,USA,finance,01-01-2025 10:58,64867.0,1524.0,1332.0,497.0,681.0,Y
5459.0,UK,politics,02-01-2025 16:59,,3833.0,1907.0,,852.0,Y
4204.0,UK,politics,15-01-2025 05:07,92232.0,3937.0,563.0,132.0,728.0,Y
5966.0,Germany,tech,06-01-2025 09:58,57697.0,4177.0,572.0,36.0,162.0,N
6154.0,USA,politics,15-01-2025 09:25,41596.0,1846.0,302.0,43.0,226.0,Y
5374.0,Germany,tech,06-01-2025 03:29,21788.0,4983.0,1198.0,226.0,,N
4066.0,India,politics,12-01-2025 17:43,45396.0,2584.0,595.0,239.0,459.0,N
5389.0,UK,sports,07-01-2025 14:05,25178.0,4958.0,130.0,110.0,388.0,
3005.0,Canada,sports,11-01-2025 05:56,46393.0,4388.0,1693.0,129.0,330.0,
9075.0,India,finance,19-01-2025 16:40,17753.0,4412.0,1031.0,88.0,335.0,N
5322.0,UK,sports,11-01-2025 11:27,16971.0,3993.0,1777.0,275.0,308.0,Y
5371.0,UK,tech,13-01-2025 08:08,50741.0,2698.0,744.0,454.0,595.0,N
4151.0,India,finance,09-01-2025 00:55,29115.0,1968.0,595.0,74.0,437.0,N
7815.0,Canada,tech,02-01-2025 07:03,1695.0,2576.0,1276.0,480.0,795.0,N
3614.0,Canada,tech,,87828.0,1521.0,1410.0,,290.0,N
1134.0,India,,04-01-2025 18:36,76023.0,177.0,1729.0,108.0,303.0,Y
8471.0,Canada,finance,22-01-2025 00:39,,568.0,15.0,471.0,231.0,Y
1097.0,USA,sports,18-01-2025 14:19,25865.0,664.0,395.0,47.0,395.0,
8092.0,USA,sports,13-01-2025 23:52,98643.0,4690.0,1054.0,372.0,540.0,Y
7568.0,Germany,politics,16-01-2025 16:00,82781.0,,1572.0,446.0,856.0,N
8863.0,Canada,politics,09-01-2025 03:03,29428.0,4291.0,,402.0,922.0,Y
7630.0,Germany,tech,23-01-2025 22:01,38357.0,3869.0,508.0,334.0,139.0,Y
4223.0,Germany,politics,07-01-2025 04:13,45454.0,291.0,1113.0,273.0,386.0,Y
3712.0,UK,finance,19-01-2025 20:17,94310.0,4959.0,1922.0,285.0,718.0,
8061.0,UK,tech,19-01-2025 08:40,21915.0,2336.0,731.0,231.0,,Y
9343.0,India,finance,03-01-2025 18:44,54858.0,1514.0,,470.0,475.0,Y
5398.0,India,,19-01-2025 05:33,43123.0,3493.0,1559.0,482.0,553.0,
,USA,tech,23-01-2025 02:57,56356.0,2358.0,262.0,359.0,595.0,Y
6211.0,UK,tech,14-01-2025 09:19,55571.0,2707.0,518.0,,987.0,Y
6609.0,Canada,politics,20-01-2025 23:34,48155.0,2083.0,697.0,145.0,842.0,N
4446.0,India,tech,16-01-2025 20:23,76459.0,4448.0,1208.0,110.0,489.0,N
3421.0,USA,tech,23-01-2025 11:02,1936.0,1865.0,1334.0,184.0,893.0,Y
6442.0,India,finance,15-01-2025 00:37,62035.0,4236.0,1378.0,316.0,466.0,N
2651.0,Canada,tech,22-01-2025 03:58,80433.0,3045.0,450.0,5.0,611.0,N
7496.0,USA,tech,22-01-2025 00:13,62434.0,2430.0,238.0,448.0,629.0,N
4547.0,USA,finance,11-01-2025 20:00,62198.0,4902.0,1253.0,435.0,835.0,Y
5898.0,USA,sports,18-01-2025 07:26,14972.0,1138.0,1034.0,,136.0,N
6350.0,USA,sports,20-01-2025 07:04,44248.0,4640.0,1503.0,215.0,389.0,N
7932.0,Canada,sports,17-01-2025 00:40,56837.0,3397.0,82.0,32.0,269.0,N
7093.0,USA,tech,01-01-2025 03:12,8732.0,4763.0,,387.0,744.0,N
2711.0,USA,tech,08-01-2025 12:05,,2916.0,919.0,115.0,857.0,N
9341.0,UK,finance,15-01-2025 17:36,42615.0,591.0,976.0,135.0,375.0,Y
7110.0,UK,politics,10-01-2025 04:51,,1018.0,872.0,260.0,750.0,Y
5810.0,USA,finance,06-01-2025 07:08,74905.0,1869.0,1190.0,278.0,413.0,Y
6817.0,USA,politics,,88087.0,2913.0,,162.0,0.0,N
9577.0,India,finance,15-01-2025 18:31,13073.0,1078.0,314.0,270.0,67.0,Y
8329.0,Germany,finance,14-01-2025 06:28,34984.0,1012.0,292.0,455.0,364.0,Y
5635.0,USA,tech,06-01-2025 08:16,50598.0,1839.0,264.0,142.0,661.0,Y
,Germany,finance,,36241.0,2513.0,1996.0,355.0,3.0,N
,USA,politics,07-01-2025 12:17,59943.0,2385.0,571.0,216.0,792.0,Y
6546.0,UK,politics,16-01-2025 08:51,94447.0,415.0,1812.0,62.0,254.0,Y
,Germany,tech,04-01-2025 10:03,33705.0,3867.0,790.0,215.0,35.0,Y
2313.0,India,tech,12-01-2025 10:30,72044.0,430.0,1629.0,234.0,210.0,Y
9660.0,USA,sports,09-01-2025 02:11,62992.0,,951.0,392.0,748.0,
2355.0,Germany,tech,11-01-2025 01:38,1093.0,1087.0,735.0,27.0,353.0,N
6970.0,USA,tech,12-01-2025 22:13,85162.0,2235.0,1814.0,247.0,243.0,
3059.0,Canada,finance,03-01-2025 21:01,11125.0,3645.0,1650.0,7.0,45.0,Y
3968.0,UK,politics,23-01-2025 14:08,18764.0,4151.0,1527.0,140.0,0.0,N
4836.0,USA,tech,14-01-2025 08:17,75417.0,2206.0,300.0,378.0,63.0,N
1401.0,UK,sports,21-01-2025 22:50,69271.0,3631.0,26.0,214.0,42.0,Y
1404.0,,tech,02-01-2025 03:06,93926.0,2225.0,1257.0,266.0,407.0,Y
8981.0,India,tech,02-01-2025 12:28,75833.0,3875.0,1638.0,194.0,89.0,N
2265.0,,politics,15-01-2025 19:38,20738.0,2341.0,1017.0,393.0,323.0,Y
6471.0,,politics,01-01-2025 00:21,34081.0,4829.0,1587.0,288.0,53.0,N
9665.0,USA,sports,19-01-2025 20:27,77783.0,2712.0,1570.0,363.0,636.0,Y
6293.0,UK,tech,02-01-2025 18:58,74692.0,4287.0,84.0,491.0,685.0,Y
8833.0,USA,politics,12-01-2025 15:57,44046.0,763.0,1752.0,219.0,35.0,N
1801.0,Germany,tech,14-01-2025 01:39,87098.0,1186.0,1855.0,,495.0,Y
8850.0,USA,politics,20-01-2025 19:12,68256.0,4340.0,1445.0,124.0,236.0,N
7022.0,UK,sports,15-01-2025 23:48,22711.0,1800.0,1416.0,27.0,858.0,N
4977.0,Canada,sports,,99571.0,4374.0,1816.0,428.0,155.0,N
8914.0,USA,finance,16-01-2025 22:19,63152.0,1962.0,207.0,43.0,642.0,N
4045.0,UK,sports,18-01-2025 17:00,36287.0,4320.0,1765.0,214.0,701.0,N
4475.0,USA,politics,04-01-2025 05:05,35695.0,2061.0,105.0,53.0,428.0,N
1815.0,India,sports,14-01-2025 03:00,50526.0,475.0,1808.0,444.0,167.0,N
4670.0,USA,finance,04-01-2025 23:50,90889.0,1717.0,1388.0,366.0,767.0,N
7190.0,UK,finance,21-01-2025 20:58,14807.0,1283.0,1637.0,418.0,573.0,N
8216.0,USA,tech,13-01-2025 02:22,32966.0,1765.0,1109.0,76.0,,N
9450.0,Germany,politics,13-01-2025 04:38,,1023.0,919.0,355.0,708.0,Y
6779.0,India,,,59839.0,3876.0,717.0,135.0,450.0,N
4727.0,Canada,sports,15-01-2025 18:41,67497.0,1651.0,841.0,,482.0,N
5200.0,Canada,finance,22-01-2025 22:24,79789.0,1694.0,1401.0,67.0,,Y
6492.0,USA,tech,04-01-2025 10:32,9932.0,843.0,984.0,133.0,736.0,Y
4435.0,USA,finance,,50486.0,4998.0,1847.0,100.0,797.0,N
8922.0,,tech,05-01-2025 20:51,37925.0,4484.0,1303.0,405.0,487.0,Y
6674.0,USA,sports,10-01-2025 11:34,,2844.0,,269.0,78.0,N
1326.0,Canada,sports,07-01-2025 07:14,75187.0,3876.0,103.0,0.0,372.0,N
6017.0,Germany,sports,21-01-2025 22:08,88986.0,2127.0,66.0,190.0,235.0,Y
,Germany,finance,17-01-2025 05:28,16051.0,4864.0,811.0,98.0,,N
7577.0,USA,sports,06-01-2025 14:50,37489.0,3060.0,1875.0,280.0,84.0,N
1531.0,India,sports,15-01-2025 07:40,42669.0,3071.0,44.0,479.0,755.0,Y
8515.0,Canada,finance,14-01-2025 03:53,74931.0,3369.0,990.0,499.0,887.0,Y
3413.0,Canada,politics,21-01-2025 13:50,32083.0,3277.0,1696.0,436.0,300.0,
9506.0,Canada,finance,13-01-2025 23:18,12485.0,2965.0,1942.0,171.0,448.0,Y
9856.0,Canada,politics,11-01-2025 07:21,6215.0,3109.0,782.0,381.0,475.0,Y
7560.0,USA,finance,02-01-2025 05:00,49306.0,1103.0,848.0,,413.0,Y
9209.0,USA,finance,22-01-2025 15:07,50047.0,4367.0,1389.0,105.0,919.0,N
7293.0,Germany,tech,21-01-2025 20:54,95267.0,2124.0,1584.0,153.0,44.0,Y
7106.0,Canada,sports,20-01-2025 07:02,13870.0,2674.0,590.0,340.0,908.0,
1782.0,UK,finance,06-01-2025 06:01,,27.0,1464.0,195.0,969.0,N
2457.0,USA,finance,05-01-2025 21:43,6.0,3438.0,1874.0,426.0,100.0,Y
2262.0,UK,tech,19-01-2025 15:26,,3549.0,730.0,118.0,338.0,Y
9758.0,Canada,tech,16-01-2025 08:28,39581.0,2259.0,1154.0,311.0,629.0,Y
2903.0,USA,tech,11-01-2025 14:05,58016.0,2841.0,1848.0,367.0,115.0,N
8810.0,USA,tech,06-01-2025 04:35,88493.0,1330.0,1543.0,315.0,976.0,N
6666.0,Germany,finance,12-01-2025 07:54,12924.0,2716.0,263.0,,443.0,Y
3532.0,USA,politics,08-01-2025 04:23,2123.0,4477.0,954.0,85.0,754.0,N
2109.0,Germany,tech,18-01-2025 18:12,55910.0,4354.0,1747.0,163.0,200.0,Y
9465.0,India,tech,18-01-2025 18:21,14010.0,3641.0,1381.0,366.0,128.0,Y
9600.0,Germany,finance,04-01-2025 23:41,63787.0,4694.0,808.0,249.0,367.0,Y
3185.0,Germany,sports,15-01-2025 23:47,69173.0,,1379.0,56.0,608.0,N
4154.0,Germany,sports,12-01-2025 07:42,11587.0,3414.0,154.0,276.0,803.0,Y
7998.0,Germany,sports,04-01-2025 21:54,68695.0,3362.0,1270.0,433.0,151.0,Y
8286.0,Germany,finance,11-01-2025 17:56,,2444.0,1599.0,278.0,880.0,Y
7060.0,USA,sports,15-01-2025 16:46,98699.0,3609.0,1881.0,483.0,378.0,Y
7461.0,USA,politics,23-01-2025 22:49,40412.0,2984.0,728.0,154.0,901.0,N
,India,tech,22-01-2025 19:39,598.0,4768.0,582.0,447.0,506.0,Y
2386.0,Germany,,13-01-2025 17:16,58641.0,225.0,712.0,315.0,248.0,Y
9285.0,Canada,finance,,63769.0,2168.0,285.0,200.0,139.0,N
2296.0,USA,sports,03-01-2025 22:28,94994.0,,1101.0,453.0,518.0,Y
3458.0,USA,sports,17-01-2025 00:54,40401.0,562.0,1428.0,204.0,895.0,Y
5926.0,UK,politics,23-01-2025 03:15,47690.0,3098.0,758.0,36.0,301.0,Y
8964.0,,politics,13-01-2025 14:46,52938.0,4291.0,875.0,230.0,,N
7729.0,Canada,politics,20-01-2025 09:51,36743.0,480.0,317.0,36.0,153.0,Y
1615.0,Germany,politics,10-01-2025 21:05,81058.0,1956.0,157.0,238.0,654.0,N
1293.0,Canada,tech,12-01-2025 01:35,37580.0,4123.0,1051.0,326.0,417.0,N
5900.0,Canada,politics,19-01-2025 13:09,39626.0,3265.0,392.0,377.0,758.0,N
6982.0,UK,sports,22-01-2025 22:57,33821.0,2806.0,461.0,390.0,137.0,Y
9330.0,UK,sports,15-01-2025 04:38,53785.0,1347.0,1387.0,34.0,891.0,N
,UK,tech,05-01-2025 07:03,99742.0,452.0,322.0,483.0,307.0,N
4393.0,USA,politics,17-01-2025 11:19,59185.0,1260.0,1335.0,297.0,996.0,Y
3042.0,USA,sports,07-01-2025 13:50,7196.0,861.0,374.0,,290.0,N
7904.0,Canada,politics,14-01-2025 07:11,50271.0,4343.0,468.0,28.0,363.0,N
5776.0,Canada,tech,18-01-2025 23:53,75460.0,1665.0,983.0,472.0,956.0,N
2669.0,UK,sports,07-01-2025 22:55,93774.0,2064.0,291.0,451.0,443.0,N
4999.0,Germany,sports,15-01-2025 18:50,76886.0,2127.0,886.0,121.0,211.0,Y
8853.0,India,finance,01-01-2025 02:32,,4989.0,,272.0,118.0,N
,Germany,sports,18-01-2025 01:06,16521.0,948.0,,441.0,160.0,Y
5280.0,UK,sports,13-01-2025 17:21,74342.0,319.0,1524.0,109.0,480.0,N
,India,sports,01-01-2025 11:03,6215.0,,225.0,404.0,10.0,Y
3643.0,UK,politics,01-01-2025 16:53,18728.0,2257.0,1873.0,444.0,974.0,Y
7888.0,India,tech,15-01-2025 02:54,78174.0,893.0,1983.0,93.0,663.0,N
2119.0,USA,tech,21-01-2025 09:28,33441.0,4257.0,1912.0,58.0,518.0,Y
5307.0,UK,politics,05-01-2025 03:46,71280.0,3535.0,1974.0,161.0,206.0,N
2529.0,Canada,finance,19-01-2025 14:00,30750.0,3982.0,1690.0,108.0,874.0,Y
7421.0,Canada,sports,13-01-2025 00:36,14056.0,4432.0,1084.0,126.0,292.0,N
5374.0,USA,politics,22-01-2025 09:59,19175.0,4731.0,547.0,40.0,748.0,Y
6942.0,UK,finance,19-01-2025 12:38,32042.0,3994.0,1302.0,327.0,813.0,Y
9044.0,UK,politics,12-01-2025 11:51,31967.0,1453.0,1177.0,423.0,960.0,Y
5919.0,Germany,finance,07-01-2025 10:41,4475.0,2833.0,1539.0,385.0,356.0,N
6610.0,India,finance,16-01-2025 21:02,55579.0,2862.0,1014.0,192.0,752.0,N
5251.0,USA,sports,15-01-2025 14:32,69765.0,3192.0,914.0,163.0,410.0,Y
1814.0,India,politics,09-01-2025 15:28,61689.0,,675.0,454.0,772.0,Y
7962.0,USA,,09-01-2025 06:29,15042.0,391.0,72.0,164.0,976.0,Y
2482.0,India,politics,04-01-2025 16:47,3554.0,,1045.0,53.0,785.0,N
9748.0,Germany,sports,,96216.0,3342.0,608.0,406.0,114.0,Y
4147.0,India,sports,19-01-2025 08:46,,4722.0,1480.0,309.0,630.0,Y
4026.0,,tech,05-01-2025 07:34,79200.0,2617.0,501.0,175.0,181.0,N
7601.0,Canada,finance,02-01-2025 18:46,93296.0,494.0,434.0,142.0,84.0,N
6081.0,UK,tech,19-01-2025 22:51,95480.0,3226.0,451.0,316.0,543.0,Y
6011.0,UK,tech,21-01-2025 11:11,59746.0,501.0,453.0,79.0,29.0,Y
7559.0,India,finance,05-01-2025 13:30,5951.0,1991.0,195.0,296.0,910.0,Y
8290.0,UK,,21-01-2025 16:12,59384.0,2036.0,1387.0,460.0,135.0,Y
7053.0,India,sports,07-01-2025 17:52,13790.0,2949.0,835.0,100.0,213.0,Y
3781.0,USA,politics,,36587.0,1298.0,194.0,335.0,753.0,N
4434.0,UK,politics,12-01-2025 01:24,78375.0,4709.0,214.0,321.0,364.0,Y
1348.0,UK,sports,21-01-2025 16:33,22829.0,2456.0,1241.0,261.0,524.0,N
1212.0,Germany,finance,21-01-2025 15:43,38188.0,4462.0,1420.0,493.0,493.0,Y
8201.0,UK,politics,09-01-2025 22:41,14993.0,4893.0,212.0,359.0,149.0,N
9170.0,UK,politics,01-01-2025 00:44,43426.0,1225.0,8.0,205.0,296.0,Y
7838.0,India,finance,10-01-2025 20:58,62740.0,3698.0,748.0,,397.0,N
3180.0,Germany,politics,22-01-2025 04:26,29558.0,600.0,1213.0,349.0,420.0,N
3851.0,USA,finance,03-01-2025 01:42,94588.0,670.0,1024.0,443.0,416.0,Y
8301.0,USA,finance,15-01-2025 11:27,,1686.0,1378.0,244.0,726.0,Y
6575.0,USA,tech,17-01-2025 13:30,70048.0,84.0,1818.0,392.0,929.0,N
3211.0,USA,sports,18-01-2025 12:49,7686.0,1165.0,366.0,460.0,432.0,Y
8513.0,USA,sports,13-01-2025 12:47,48793.0,237.0,1559.0,24.0,297.0,N
7206.0,USA,,20-01-2025 14:12,54919.0,3533.0,695.0,476.0,,Y
